Pays	Zone géographique	ID produit	Catégorie	Sous-catégorie	Nom du produit	Montant des ventes	Quantité	Remise	Profit	Retourné
Allemagne	Centre	FOU-ÉL-10004124	Fournitures de bureau	Éléments de fixation	OIC Épingles. Tailles assorties	46.08	4	0	18.36	Non
Allemagne	Centre	FOU-ÉL-10000245	Fournitures de bureau	Électroménager	KitchenAid Micro-ondes. Blanc	832.842	3	0.1	212.832	Non
Allemagne	Centre	FOU-CL-10003055	Fournitures de bureau	Classeurs	Acco Couverture de classeur. Économique	39.96	3	0	16.38	Non
France	Centre	FOU-ST-10004328	Fournitures de bureau	Stockage	Rogers Plateaux. Industriel	279.72	5	0.1	93.12	Non
France	Centre	FOU-AR-10004495	Fournitures de bureau	Art	BIC Stylos. Métal	46.62	3	0	15.3	Non
France	Centre	MOB-TA-10002865	Mobilier	Tables	Hon Table d'enseignement. Blanc	435.357	2	0.35	40.137	Non
France	Centre	PRO-MA-10002837	Produits technologiques	Machines	Konica Jet d'encre. Rouge	528.003	2	0.15	142.863	Non
France	Centre	FOU-ÉL-10000773	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Métal	94.77	9	0	25.38	Non
France	Centre	FOU-ST-10000883	Fournitures de bureau	Stockage	Smead Dossiers. Métal	29.808	2	0.1	-1.332	Non
France	Centre	PRO-MA-10003378	Produits technologiques	Machines	Konica Téléphone. Multicolore	146.523	2	0.15	8.583	Non
France	Centre	FOU-EN-10002692	Fournitures de bureau	Enveloppes	Kraft Auto-adhésive. Argent	45.78	2	0	7.32	Non
Allemagne	Centre	PRO-MA-10003119	Produits technologiques	Machines	Epson Imprimante de tickets. Blanc	1269.84	11	0	545.82	Non
Norvège	Nord	FOU-AR-10004485	Fournitures de bureau	Art	BIC Surligneurs. Tailles assorties	44.22	2	0	7.92	Non
Norvège	Nord	PRO-MA-10002294	Produits technologiques	Machines	Konica Téléphone. Blanc	338.4	4	0	118.44	Non
Norvège	Nord	FOU-AR-10000761	Fournitures de bureau	Art	Stanley Marqueurs. Emballage en vrac	44.94	2	0	0	Non
Norvège	Nord	FOU-ÉT-10003342	Fournitures de bureau	Étiquettes	Hon Étiquettes couleur. Blanc	38.43	3	0	13.41	Non
Norvège	Nord	FOU-ST-10000711	Fournitures de bureau	Stockage	Fellowes Casiers. Métal	412.8	2	0	185.76	Non
Norvège	Nord	FOU-AR-10001661	Fournitures de bureau	Art	Sanford Carnet de croquis. Métal	233.7	5	0	109.8	Non
Allemagne	Centre	FOU-ST-10004943	Fournitures de bureau	Stockage	Tenex Dossiers. Industriel	42.66	2	0.1	-4.74	Non
Allemagne	Centre	PRO-MA-10002541	Produits technologiques	Machines	Okidata Imprimante. Blanc	533.82	2	0	5.28	Non
Allemagne	Centre	FOU-FO-10004376	Fournitures de bureau	Fournitures	Stiletto Règle. Acier	42.84	3	0	21.42	Non
France	Centre	FOU-PA-10002977	Fournitures de bureau	Papier	Xerox Fiches mémo. Multicolore	44.82	3	0	1.26	Non
France	Centre	FOU-ÉL-10001212	Fournitures de bureau	Éléments de fixation	Stockwell Colliers. Par paquet de 12	93.3	5	0	44.7	Non
Suisse	Centre	FOU-AR-10003728	Fournitures de bureau	Art	Sanford Stylos. Métal	12.36	1	0	3.45	Non
Royaume-Uni	Nord	PRO-MA-10004377	Produits technologiques	Machines	Okidata Imprimante de tickets. Durable	221.454	2	0.1	-14.766	Non
Royaume-Uni	Nord	FOU-CL-10002471	Fournitures de bureau	Classeurs	Cardinal Couverture de classeur. Économique	64.8	6	0.1	-4.32	Non
Royaume-Uni	Nord	FOU-CL-10000514	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Clair	42.6	4	0	10.56	Non
Allemagne	Centre	PRO-PH-10001730	Produits technologiques	Photocopieurs	HP Télécopieur. Numérique	539.244	2	0.1	-59.916	Non
Allemagne	Centre	FOU-CL-10000456	Fournitures de bureau	Classeurs	Acco Machine à relier. Clair	90.99	2	0.1	0.99	Non
Royaume-Uni	Nord	FOU-ÉT-10002698	Fournitures de bureau	Étiquettes	Novimex Étiquettes de dossier. Blanc	16.5	2	0	3.12	Non
Espagne	Sud	PRO-AC-10004336	Produits technologiques	Accessoires	Logitech Souris. Durable	58.98	2	0	7.62	Non
Allemagne	Centre	MOB-ME-10000001	Mobilier	Meubles	Eldon Cadre photo. Multi-emballage	290.85	5	0	17.4	Non
Allemagne	Centre	PRO-PH-10003601	Produits technologiques	Photocopieurs	HP Télécopieur. Couleur	602.76	2	0	0	Non
Allemagne	Centre	PRO-MA-10002809	Produits technologiques	Machines	Okidata Téléphone. Durable	347.88	4	0	76.44	Non
Allemagne	Centre	FOU-ST-10001716	Fournitures de bureau	Stockage	Eldon Chariot. Bleu	575.505	5	0.1	12.705	Non
Italie	Sud	FOU-EN-10001662	Fournitures de bureau	Enveloppes	Cameo Enveloppe à fermoir. Livré par 50	28.53	3	0	2.25	Non
Italie	Sud	PRO-MA-10000959	Produits technologiques	Machines	Okidata Imprimante de cartes. Blanc	209.088	2	0.4	-20.952	Non
Italie	Sud	FOU-ST-10000947	Fournitures de bureau	Stockage	Fellowes Boîte. Industriel	24.192	2	0.4	-14.148	Non
Allemagne	Centre	PRO-MA-10002541	Produits technologiques	Machines	Okidata Imprimante. Blanc	934.185	7	0.5	-915.705	Non
Allemagne	Centre	PRO-AC-10004372	Produits technologiques	Accessoires	SanDisk Clavier. Programmable	165.96	4	0.5	-112.92	Non
Pays-Bas	Centre	FOU-ÉT-10000588	Fournitures de bureau	Étiquettes	Hon Étiquettes arrondies. Durable	42.3	12	0.5	-15.3	Non
France	Centre	FOU-CL-10003023	Fournitures de bureau	Classeurs	Ibico Onglets. Économique	17.82	2	0	3.18	Non
France	Centre	FOU-FO-10003131	Fournitures de bureau	Fournitures	Kleencut Cutter. Rectangulaire	62.7	2	0	13.74	Non
France	Centre	PRO-MA-10002271	Produits technologiques	Machines	StarTech Jet d'encre. Blanc	765.459	3	0.15	-36.081	Non
Suède	Nord	FOU-ÉT-10001120	Fournitures de bureau	Étiquettes	Hon Étiquettes couleur. Durable	13.2	2	0.5	-13.2	Non
Allemagne	Centre	FOU-ST-10004093	Fournitures de bureau	Stockage	Eldon Boîte. Taille réelle	18.522	2	0.1	3.882	Non
Royaume-Uni	Nord	FOU-AR-10002052	Fournitures de bureau	Art	Stanley Stylos. Bleu	50.25	5	0	24.6	Non
France	Centre	FOU-PA-10004399	Fournitures de bureau	Papier	Enermax Fiches mémo. Qualité supérieure	46.98	3	0	0.9	Non
Allemagne	Centre	MOB-CH-10002649	Mobilier	Chaises	Harbour Creations Rocking chair. Noir	911.358	7	0.1	202.398	Non
Italie	Sud	MOB-BI-10000076	Mobilier	Bibliothèques	Bush Armoire. Classique	430.11	3	0	94.59	Non
Italie	Sud	FOU-CL-10002523	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Clair	82.35	3	0	23.04	Non
France	Centre	MOB-ME-10004360	Mobilier	Meubles	Tenex Horloge. Qualité supérieure	342.09	7	0	153.93	Oui
Allemagne	Centre	FOU-CL-10003055	Fournitures de bureau	Classeurs	Acco Couverture de classeur. Économique	23.976	2	0.1	8.256	Oui
Allemagne	Centre	FOU-AR-10001310	Fournitures de bureau	Art	Stanley Taille-crayon. Emballage en vrac	112.725	5	0.1	-5.025	Oui
Allemagne	Centre	FOU-ÉL-10001867	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Métal	58.968	6	0.1	18.288	Oui
Allemagne	Centre	FOU-PA-10000998	Fournitures de bureau	Papier	Green Bar Cahier. Qualité supérieure	26.811	1	0.1	7.731	Oui
Allemagne	Centre	FOU-ÉT-10003669	Fournitures de bureau	Étiquettes	Avery Étiquettes arrondies. Blanc	12.852	2	0.1	2.112	Oui
Allemagne	Centre	FOU-AR-10004371	Fournitures de bureau	Art	Stanley Carnet de croquis. Bleu	79.974	2	0.1	20.394	Oui
Allemagne	Centre	PRO-AC-10003868	Produits technologiques	Accessoires	Enermax Carte mémoire. Recyclé	201.96	2	0.1	82.98	Oui
Allemagne	Centre	MOB-ME-10001790	Mobilier	Meubles	Eldon Ampoule. Durable	120.042	6	0.1	43.902	Non
Allemagne	Centre	FOU-ST-10001906	Fournitures de bureau	Stockage	Smead Boîte. Bleu	51.696	6	0.2	-12.924	Non
France	Centre	FOU-CL-10000379	Fournitures de bureau	Classeurs	Avery Machine à relier. Recyclé	98.4	2	0	42.3	Non
Italie	Sud	FOU-EN-10004744	Fournitures de bureau	Enveloppes	Jiffy Enveloppe interservices. Rouge	199.92	4	0	93.96	Non
Italie	Sud	FOU-EN-10004350	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe professionnelle. Recyclé	80.7	5	0	35.4	Non
Italie	Sud	FOU-ÉL-10004090	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Tailles assorties	33	4	0	14.16	Non
Italie	Sud	MOB-ME-10000084	Mobilier	Meubles	Rubvermaid Cadre. Multi-emballage	549.75	5	0	60.45	Non
Italie	Sud	FOU-AR-10004326	Fournitures de bureau	Art	Binney & Smith Toile. Emballage en vrac	103.26	2	0	17.52	Non
Italie	Sud	PRO-TÉ-10002743	Produits technologiques	Téléphones	Cisco Dispositif audio. Bleu	109.242	1	0.4	-32.778	Non
Italie	Sud	FOU-EN-10003048	Fournitures de bureau	Enveloppes	Ames Enveloppe interservices. Rouge	97.32	2	0	31.14	Non
Royaume-Uni	Nord	FOU-AR-10001329	Fournitures de bureau	Art	Sanford Carnet de croquis. Emballage en vrac	91.5	2	0	42.06	Non
Espagne	Sud	FOU-AR-10000828	Fournitures de bureau	Art	Sanford Taille-crayon. Emballage en vrac	52.2	2	0	13.56	Non
Royaume-Uni	Nord	MOB-ME-10000084	Mobilier	Meubles	Rubvermaid Cadre. Multi-emballage	538.755	7	0.3	-146.265	Non
Espagne	Sud	FOU-ST-10001540	Fournitures de bureau	Stockage	Tenex Casiers. Industriel	552.501	3	0.1	110.421	Non
France	Centre	FOU-AR-10002710	Fournitures de bureau	Art	Stanley Marqueurs. Métal	46.92	2	0	15.9	Non
France	Centre	FOU-AR-10002892	Fournitures de bureau	Art	Sanford Surligneurs. Métal	34.02	2	0	14.28	Non
France	Centre	PRO-AC-10003314	Produits technologiques	Accessoires	Logitech Clé USB. Recyclé	226.56	8	0	101.76	Non
Allemagne	Centre	FOU-AR-10000761	Fournitures de bureau	Art	Stanley Marqueurs. Emballage en vrac	67.41	3	0	0	Non
Allemagne	Centre	FOU-AR-10004380	Fournitures de bureau	Art	BIC Marqueurs. Emballage en vrac	240.3	9	0	67.23	Non
Allemagne	Centre	PRO-PH-10001993	Produits technologiques	Photocopieurs	Canon Photocopieur. Rouge	260.34	1	0	46.86	Non
Allemagne	Centre	FOU-ST-10001418	Fournitures de bureau	Stockage	Rogers Rayonnage. Métal	244.8	5	0.2	33.6	Non
Allemagne	Centre	FOU-CL-10000290	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Durable	53.082	2	0.1	6.462	Non
Allemagne	Centre	FOU-AR-10000240	Fournitures de bureau	Art	Sanford Toile. Bleu	90.936	2	0.1	19.176	Non
Allemagne	Centre	FOU-AR-10003938	Fournitures de bureau	Art	Binney & Smith Toile. Tailles assorties	98.172	2	0.1	41.412	Non
Allemagne	Centre	FOU-ST-10002971	Fournitures de bureau	Stockage	Rogers Casiers. Bleu	169.296	1	0.2	-27.534	Non
Autriche	Centre	FOU-ST-10002953	Fournitures de bureau	Stockage	Smead Casiers. Taille réelle	396.9	2	0	178.56	Non
Italie	Sud	FOU-PA-10000988	Fournitures de bureau	Papier	Enermax Organiseur. Recyclé	201.69	9	0	88.56	Non
Allemagne	Centre	FOU-PA-10001558	Fournitures de bureau	Papier	SanDisk Fiches mémo. Qualité supérieure	84.9	5	0	32.25	Non
France	Centre	FOU-AR-10002064	Fournitures de bureau	Art	Binney & Smith Surligneurs. Tailles assorties	138.39	7	0	57.96	Non
France	Centre	FOU-CL-10003491	Fournitures de bureau	Classeurs	Acco Perforatrice. Économique	60.24	2	0	11.4	Non
Allemagne	Centre	FOU-EN-10004970	Fournitures de bureau	Enveloppes	Cameo Enveloppes. Recyclé	184.8	5	0	42.45	Non
Allemagne	Centre	FOU-ST-10003644	Fournitures de bureau	Stockage	Smead Plateaux. Bleu	349.056	8	0.1	11.616	Non
France	Centre	PRO-MA-10000690	Produits technologiques	Machines	StarTech Imprimante de tickets. Durable	752.76	8	0.15	35.4	Non
Allemagne	Centre	FOU-ST-10004525	Fournitures de bureau	Stockage	Tenex Casiers. Bleu	551.205	3	0.1	97.965	Non
France	Centre	FOU-PA-10003708	Fournitures de bureau	Papier	SanDisk Organiseur. Par paquet de 12	83.88	3	0	41.04	Non
Royaume-Uni	Nord	FOU-ST-10001175	Fournitures de bureau	Stockage	Eldon Chariot. Industriel	128.37	1	0	55.17	Non
Royaume-Uni	Nord	MOB-CH-10002683	Mobilier	Chaises	Hon Dessous de siège. Réglable	406.14	7	0	97.44	Non
Royaume-Uni	Nord	FOU-FO-10000620	Fournitures de bureau	Fournitures	Fiskars Ciseaux. Industriel	74.34	3	0	8.91	Non
Royaume-Uni	Nord	MOB-CH-10001900	Mobilier	Chaises	Hon Dessous de siège. Rouge	277.65	5	0	38.85	Non
Espagne	Sud	PRO-TÉ-10001202	Produits technologiques	Téléphones	Samsung Amplificateur de signal. Taille réelle	868.644	7	0.1	366.744	Non
Allemagne	Centre	PRO-TÉ-10003713	Produits technologiques	Téléphones	Samsung Téléphone de bureau. Taille réelle	66.51	1	0	19.26	Non
Allemagne	Centre	FOU-ST-10002787	Fournitures de bureau	Stockage	Rogers Chariot. Taille réelle	637.335	5	0.1	113.235	Non
Royaume-Uni	Nord	MOB-ME-10001790	Mobilier	Meubles	Eldon Ampoule. Durable	31.122	2	0.3	5.742	Oui
Espagne	Sud	FOU-AR-10003846	Fournitures de bureau	Art	Stanley Marqueurs. Tailles assorties	152.28	6	0	50.22	Non
Espagne	Sud	MOB-BI-10004400	Mobilier	Bibliothèques	Ikea Étagère d'angle. Blanc	376.74	3	0	48.96	Non
France	Centre	PRO-PH-10004067	Produits technologiques	Photocopieurs	Canon Photocopieur. Numérique	890.052	4	0.15	-41.988	Non
France	Centre	PRO-PH-10003379	Produits technologiques	Photocopieurs	Canon Photocopieur personnel. Rouge	239.598	2	0.15	33.798	Non
France	Centre	FOU-ÉL-10001831	Fournitures de bureau	Éléments de fixation	Advantus Épingles. Métal	68.55	5	0	12.9	Non
France	Centre	PRO-AC-10003166	Produits technologiques	Accessoires	Belkin Souris. Recyclé	192.6	5	0	32.7	Oui
France	Centre	FOU-PA-10003822	Fournitures de bureau	Papier	Green Bar Papier parchemin. Qualité supérieure	66.72	4	0	1.92	Oui
Allemagne	Centre	FOU-ÉL-10003308	Fournitures de bureau	Éléments de fixation	Accos Trombones. Métal	42.48	3	0	15.66	Non
Allemagne	Centre	MOB-BI-10000814	Mobilier	Bibliothèques	Bush Armoire. Noir	260.496	2	0.1	-5.844	Non
Allemagne	Centre	FOU-PA-10002361	Fournitures de bureau	Papier	Enermax Cahier. Par paquet de 12	97.92	3	0	20.52	Non
France	Centre	FOU-ÉL-10002829	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Emballage en vrac	31.23	3	0	12.78	Non
France	Centre	FOU-ST-10003205	Fournitures de bureau	Stockage	Smead Dossiers. Bleu	62.964	4	0.1	1.284	Non
France	Centre	PRO-TÉ-10000689	Produits technologiques	Téléphones	Motorola Dispositif audio. Taille réelle	296.922	2	0.15	52.362	Non
Allemagne	Centre	FOU-EN-10002574	Fournitures de bureau	Enveloppes	Jiffy Enveloppe professionnelle. Recyclé	14.76	1	0	2.34	Non
Allemagne	Centre	FOU-ÉL-10000004	Fournitures de bureau	Électroménager	KitchenAid Blender. Argent	268.92	3	0.1	110.52	Non
France	Centre	FOU-FO-10001859	Fournitures de bureau	Fournitures	Acme Règle. Acier	32.22	2	0	9.66	Non
France	Centre	FOU-CL-10003093	Fournitures de bureau	Classeurs	Ibico Onglets. Recyclé	18.54	2	0	8.1	Non
France	Centre	FOU-PA-10001500	Fournitures de bureau	Papier	Eaton Ramette. Multicolore	27.96	1	0	4.17	Non
France	Centre	MOB-ME-10003807	Mobilier	Meubles	Rubvermaid Horloge. Qualité supérieure	243.9	5	0	121.95	Non
Italie	Sud	FOU-CL-10004086	Fournitures de bureau	Classeurs	Cardinal Couverture de classeur. Durable	27	2	0	8.64	Non
Italie	Sud	FOU-ST-10001362	Fournitures de bureau	Stockage	Eldon Plateaux. Métal	84.672	3	0.4	-1.458	Non
Royaume-Uni	Nord	FOU-AR-10000828	Fournitures de bureau	Art	Sanford Taille-crayon. Emballage en vrac	52.2	2	0	13.56	Non
France	Centre	FOU-ST-10001175	Fournitures de bureau	Stockage	Eldon Chariot. Industriel	693.198	6	0.1	253.998	Non
Allemagne	Centre	MOB-CH-10002668	Mobilier	Chaises	SAFCO Dessous de siège. Réglable	112.158	2	0.1	14.898	Non
Espagne	Sud	FOU-PA-10001642	Fournitures de bureau	Papier	Enermax Ramette. Qualité supérieure	56.94	2	0	27.3	Non
Espagne	Sud	FOU-ST-10000155	Fournitures de bureau	Stockage	Fellowes Plateaux. Taille réelle	103.356	2	0.1	45.936	Non
France	Centre	FOU-AR-10004946	Fournitures de bureau	Art	Binney & Smith Taille-crayon. Emballage en vrac	26.94	1	0	12.39	Non
France	Centre	PRO-MA-10004377	Produits technologiques	Machines	Okidata Imprimante de tickets. Durable	313.7265	3	0.15	-40.6035	Non
France	Centre	FOU-ÉL-10003679	Fournitures de bureau	Éléments de fixation	Accos Épingles. Métal	20.7	3	0.5	-12.87	Non
France	Centre	FOU-ÉL-10000256	Fournitures de bureau	Éléments de fixation	OIC Élastiques. Emballage en vrac	34.14	4	0.5	-6.18	Non
Allemagne	Centre	PRO-TÉ-10004399	Produits technologiques	Téléphones	Apple Dispositif audio. Emballage en vrac	834.9	5	0	267.15	Non
France	Centre	PRO-AC-10002916	Produits technologiques	Accessoires	Logitech Clavier. Économique	138.96	3	0	20.79	Non
France	Centre	FOU-FO-10002496	Fournitures de bureau	Fournitures	Acme Rasoir. Acier	87.96	2	0	19.32	Non
France	Centre	MOB-CH-10000886	Mobilier	Chaises	Novimex Rocking chair. Livré par deux	120.312	1	0.1	1.332	Non
France	Centre	FOU-CL-10001059	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Clair	246.15	5	0	98.4	Non
France	Centre	FOU-AR-10000692	Fournitures de bureau	Art	BIC Toile. Emballage en vrac	161.91	3	0	54.99	Non
France	Centre	FOU-ST-10000723	Fournitures de bureau	Stockage	Smead Rayonnage. Bleu	88.074	2	0.1	19.554	Non
Suède	Nord	FOU-ÉL-10002318	Fournitures de bureau	Électroménager	Breville Grille-pain. Rouge	115.065	3	0.5	-39.195	Non
Suède	Nord	FOU-EN-10001366	Fournitures de bureau	Enveloppes	Ames Enveloppes. Recyclé	86.625	5	0.5	-83.175	Non
Autriche	Centre	FOU-ST-10002971	Fournitures de bureau	Stockage	Rogers Casiers. Bleu	1269.72	6	0	88.74	Non
Autriche	Centre	MOB-CH-10001339	Mobilier	Chaises	Novimex Fauteuil. Livré par deux	3221.4	7	0	1127.49	Non
Autriche	Centre	FOU-FO-10002503	Fournitures de bureau	Fournitures	Elite Ciseaux. Rectangulaire	19.23	1	0	1.14	Non
Autriche	Centre	FOU-ÉL-10004117	Fournitures de bureau	Éléments de fixation	OIC Colliers. Emballage en vrac	79.08	4	0	39.48	Non
Autriche	Centre	PRO-PH-10003892	Produits technologiques	Photocopieurs	Brother Photocopieur. Couleur	1846.11	7	0	793.8	Non
Autriche	Centre	FOU-PA-10002100	Fournitures de bureau	Papier	SanDisk Papier parchemin. Multicolore	36.24	2	0	7.2	Non
Autriche	Centre	FOU-ST-10000768	Fournitures de bureau	Stockage	Smead Chariot. Bleu	385.2	3	0	107.82	Non
Autriche	Centre	FOU-AR-10003250	Fournitures de bureau	Art	Stanley Carnet de croquis. Métal	228.45	5	0	36.45	Non
Autriche	Centre	FOU-EN-10000683	Fournitures de bureau	Enveloppes	Kraft Auto-adhésive. Rouge	144.18	6	0	38.88	Non
Autriche	Centre	FOU-EN-10004084	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppes. Livré par 50	154.2	4	0	1.44	Non
Portugal	Sud	PRO-AC-10001588	Produits technologiques	Accessoires	Belkin Carte mémoire. Programmable	174.465	3	0.5	-69.795	Non
Portugal	Sud	FOU-CL-10002449	Fournitures de bureau	Classeurs	Acco Onglets. Durable	25.2	5	0.5	-2.1	Non
Royaume-Uni	Nord	PRO-TÉ-10003008	Produits technologiques	Téléphones	Apple Chargeur. Taille réelle	1275	2	0	357	Non
Royaume-Uni	Nord	FOU-ÉT-10000265	Fournitures de bureau	Étiquettes	Novimex Étiquettes repositionnables. Ajustable	38.85	5	0	0	Non
France	Centre	FOU-AR-10004485	Fournitures de bureau	Art	BIC Surligneurs. Tailles assorties	88.44	4	0	15.84	Non
France	Centre	FOU-CL-10004522	Fournitures de bureau	Classeurs	Avery Machine à relier. Clair	338.1	7	0	40.53	Non
France	Centre	FOU-FO-10000991	Fournitures de bureau	Fournitures	Acme Coupe-papier. Rectangulaire	188.37	7	0	13.02	Non
France	Centre	MOB-BI-10003424	Mobilier	Bibliothèques	Bush Bibliothèque. Blanc	330.156	1	0.1	80.676	Non
France	Centre	FOU-ST-10004184	Fournitures de bureau	Stockage	Fellowes Dossiers. Bleu	71.28	3	0.1	31.68	Non
Espagne	Sud	PRO-TÉ-10001423	Produits technologiques	Téléphones	Apple Chargeur. Emballage en vrac	2863.35	5	0.1	381.75	Non
France	Centre	FOU-ÉL-10004124	Fournitures de bureau	Éléments de fixation	OIC Épingles. Tailles assorties	115.2	10	0	45.9	Non
France	Centre	FOU-FO-10002437	Fournitures de bureau	Fournitures	Kleencut Ciseaux. Acier	92.34	2	0	24	Non
France	Centre	PRO-AC-10003526	Produits technologiques	Accessoires	Logitech Souris. Programmable	61.56	2	0	16.62	Non
France	Centre	FOU-FO-10004514	Fournitures de bureau	Fournitures	Acme Règle. Rectangulaire	26.82	2	0	7.5	Non
France	Centre	PRO-AC-10002877	Produits technologiques	Accessoires	SanDisk Carte mémoire. Économique	224.82	2	0	29.22	Non
France	Centre	FOU-FO-10002092	Fournitures de bureau	Fournitures	Stiletto Coupe-papier. Rectangulaire	125.4	5	0	15	Non
Danemark	Nord	MOB-CH-10000026	Mobilier	Chaises	Harbour Creations Chaise pliante. Rouge	97.89	2	0.5	-45.03	Non
Danemark	Nord	FOU-FO-10002561	Fournitures de bureau	Fournitures	Acme Ciseaux. Bleu	74.88	3	0.5	0	Non
Danemark	Nord	FOU-CL-10002766	Fournitures de bureau	Classeurs	Wilson Jones Classeur. Économique	32.55	5	0.5	-12.45	Non
Pays-Bas	Centre	MOB-ME-10001724	Mobilier	Meubles	Deflect-O Horloge. Multi-emballage	120.888	3	0.2	-16.632	Non
Pays-Bas	Centre	FOU-CL-10002513	Fournitures de bureau	Classeurs	Wilson Jones Renforts de perforations. Recyclé	7.335	3	0.5	-3.825	Non
Pays-Bas	Centre	FOU-CL-10000290	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Durable	44.235	3	0.5	-25.695	Non
Irlande	Nord	FOU-ÉT-10002588	Fournitures de bureau	Étiquettes	Avery Étiquettes couleur. Blanc	13.29	2	0.5	-8.55	Non
Irlande	Nord	FOU-FO-10003540	Fournitures de bureau	Fournitures	Kleencut Ciseaux. Bleu	23.385	1	0.5	-3.285	Non
France	Centre	MOB-BI-10004620	Mobilier	Bibliothèques	Dania Étagère d'angle. Blanc	336.393	3	0.1	70.983	Non
France	Centre	FOU-CL-10001906	Fournitures de bureau	Classeurs	Cardinal Onglets. Durable	52.56	6	0	24.12	Non
Royaume-Uni	Nord	FOU-ÉL-10001784	Fournitures de bureau	Éléments de fixation	Accos Épingles. Par paquet de 12	13.11	1	0	4.44	Non
Espagne	Sud	FOU-PA-10000785	Fournitures de bureau	Papier	Enermax Fiches mémo. Multicolore	34.14	2	0	16.02	Non
Allemagne	Centre	FOU-EN-10004738	Fournitures de bureau	Enveloppes	Jiffy Enveloppes. Argent	39.57	1	0	15.03	Non
Italie	Sud	FOU-CL-10002440	Fournitures de bureau	Classeurs	Cardinal Perforatrice. Recyclé	145.8	5	0	42.15	Non
Italie	Sud	FOU-ST-10002754	Fournitures de bureau	Stockage	Tenex Rayonnage. Métal	96.714	3	0.4	-45.216	Non
Allemagne	Centre	FOU-CL-10004198	Fournitures de bureau	Classeurs	Ibico Machine à relier. Économique	154.26	3	0	13.86	Non
Royaume-Uni	Nord	FOU-ST-10004128	Fournitures de bureau	Stockage	Fellowes Plateaux. Industriel	289.35	5	0	69.3	Non
Royaume-Uni	Nord	PRO-PH-10004991	Produits technologiques	Photocopieurs	HP Photocopieur personnel. Numérique	371.79	3	0	59.4	Non
Royaume-Uni	Nord	FOU-ST-10004093	Fournitures de bureau	Stockage	Eldon Boîte. Taille réelle	20.58	2	0	5.94	Non
Royaume-Uni	Nord	FOU-FO-10001902	Fournitures de bureau	Fournitures	Elite Coupe-papier. Rectangulaire	216	9	0	30.24	Non
Royaume-Uni	Nord	MOB-CH-10004425	Mobilier	Chaises	Harbour Creations Chaise pliante. Noir	668.22	7	0	106.89	Non
Royaume-Uni	Nord	FOU-ÉL-10002145	Fournitures de bureau	Électroménager	Hamilton Beach Grille-pain. Blanc	222.6	4	0	95.64	Non
France	Centre	MOB-ME-10002802	Mobilier	Meubles	Deflect-O Ampoule. Qualité supérieure	52.83	3	0	26.37	Non
Italie	Sud	MOB-BI-10002873	Mobilier	Bibliothèques	Bush Bibliothèque classique. Blanc	1245.6	3	0	62.28	Non
Royaume-Uni	Nord	PRO-PH-10004058	Produits technologiques	Photocopieurs	HP Photocopieur. Couleur	735.39	3	0	250.02	Non
Pays-Bas	Centre	FOU-CL-10004026	Fournitures de bureau	Classeurs	Ibico Machine à relier. Durable	79.38	3	0.5	-6.39	Non
Espagne	Sud	FOU-FO-10003094	Fournitures de bureau	Fournitures	Fiskars Ciseaux. Rectangulaire	133.02	3	0	38.52	Non
Espagne	Sud	FOU-ÉL-10000923	Fournitures de bureau	Électroménager	Cuisinart Micro-ondes. Argent	558.42	2	0	0	Non
Espagne	Sud	FOU-CL-10001723	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Durable	25.38	2	0	11.64	Non
Espagne	Sud	FOU-ST-10001362	Fournitures de bureau	Stockage	Eldon Plateaux. Métal	127.008	3	0.1	40.878	Non
Espagne	Sud	FOU-PA-10004421	Fournitures de bureau	Papier	Xerox Cahier. Qualité supérieure	158.22	6	0	31.5	Non
France	Centre	FOU-AR-10002710	Fournitures de bureau	Art	Stanley Marqueurs. Métal	46.92	2	0	15.9	Non
Italie	Sud	FOU-AR-10000033	Fournitures de bureau	Art	Binney & Smith Surligneurs. Bleu	49.77	3	0	7.38	Non
Norvège	Nord	MOB-BI-10004620	Mobilier	Bibliothèques	Dania Étagère d'angle. Blanc	872.13	7	0	252.84	Oui
Norvège	Nord	FOU-ÉL-10003473	Fournitures de bureau	Éléments de fixation	Stockwell Élastiques. Tailles assorties	41.94	3	0	7.92	Oui
Pays-Bas	Centre	FOU-EN-10000575	Fournitures de bureau	Enveloppes	Kraft Auto-adhésive. Livré par 50	71.715	7	0.5	-46.095	Non
Pays-Bas	Centre	FOU-ÉL-10003041	Fournitures de bureau	Éléments de fixation	Advantus Élastiques. Emballage en vrac	41.475	5	0.5	-14.175	Non
Pays-Bas	Centre	FOU-AR-10002800	Fournitures de bureau	Art	Boston Surligneurs. Emballage en vrac	76.56	8	0.5	-42.96	Non
